genre,movie_title,review_text
Animation,Flow,"FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/flow-review-a-dialogue-free-tale-that-speaks-volumes/  ""Flow is a celebration of resilience and collective spirit in times of adversity, as"
Animation,Flow,"Yes, this film is largely a visual treat but what more do we get here? A fairy tale about different spices getting along – except for with fishes of course, who are merely colorful props who convenien"
Animation,Flow,"Sometimes the simplest yet most profound messages we can receive come from the unlikeliest of sources. So it is with the second animated feature from writer-director Gints Zilbalodis, a stunningly bea"
Animation,Flow,"Beautiful movie but quite simple and obviously meaningless, you need to have studied art to get close to understand what they want to convey. Oscar for best animation but that's all it's good for. A l"
Animation,Flow,"After a fairly scary start with a group of growling dogs, our usually quite sedentary cat makes it’s way back to a comfortable bed just in time for an inundation to flood his surrounding forest dwelli"
Animation,The Wild Robot,"There are times in our lives when nearly all of us exceed the limits of our capabilities (and often quite unexpectedly at that). But that can be a tremendous blessing, especially when we’re confronted"
Animation,The Wild Robot,"Brimming with thoughtful themes and stunning artwork, The Wild Robot is a deeply meaningful new touchstone in animated film.  Of course, animation has “heroed” nature before – see The Lion King, WAL"
Animation,The Wild Robot,"""Roz"" is pre-programmed to help. Whatever it is that needs doing, it is there to make it happen - even when it is wrecked on an island populated by animals whose main desire in life is to eat each oth"
Animation,The Wild Robot,"FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/the-wild-robot-review-balancing-technology-and-nature-in-a-powerful-story-of-emotional-growth/  ""The Wild Robot offers much more than just "
Animation,The Wild Robot,Dreamworks at its best!!!! 😍😭❤️
Animation,The Lion King,"‘The Lion King’ is a catastrophe; a new low in the ever-diminishing returns of Disney’s endless run of remakes. There’s nothing redeeming about it, with every decision either ill-conceived or mishandl"
Animation,The Lion King,"If you enjoy reading my Spoiler-Free reviews, please follow my blog :)  I don’t know how I should start, but I guess I’ll address something that people might ask: yes, it’s a SPOILER-FREE review. Wh"
Animation,The Lion King,"_Vulgar Display of Dour_  _Final rating:★½: - Boring/disappointing. Avoid where possible._"
Animation,The Lion King,"**Its not as bad as Cats or Star Wars 9.**  Disappointing and inconsistent.  2019 seems to be the year where the big movies were made to look good, but are in reality vapid and this is no exception."
Animation,The Lion King,"Not at all like the cartoon but not bad either. Let's face it, nothing the could do would or could match the Lion King cartoon original. NOTHING. So I have been a huge fan of Lion King since day one. "
Animation,Inside Out 2,"""Inside Out 2"" is a heartwarming and imaginative sequel that successfully builds on the emotional depth of its predecessor. Directed by Kelsey Mann, the film revisits Riley as she navigates the comple"
Animation,Inside Out 2,"The wizards at Pixar have crafted a new gem with “Inside Out 2” which is a rare achievement in that it is a sequel that outdoes the original film.  The movie opens with Riley (Kensington Tallman), j"
Animation,Inside Out 2,"I really quite enjoyed the first of these (2015) but I struggled a bit to stay engaged with the one. ""Riley"" is still happily coasting through family life until one day, she embarks on the yellow bric"
Animation,Inside Out 2,"_Inside Out 2_ is a harmless sequel that is fun for all ages but also absolutely unnecessary. The film recycles three-quarters of the original while introducing a quarter of new characters and ideas."
Animation,Inside Out 2,"Poor Pixar! They just haven't been able to catch a break this decade! Having a majority of their originals dumbed on Disney+, Lightyear flopping, and Elemental just barely managing to make a comeback "
Animation,Dog Man,"Following a bit of surgery that might have made “Dr Jekyll” proud, a police officer and his dog have been combined into the one formidable crime-fighting force determined to bring to book the evil men"
Animation,Dog Man,"A must-watch  Dog Man definitely has its shortcomings. The story is weak, and the humor is 80% cringe and 20% spot-on hilarity. But those 20% easily make up for the other 80% if you don't hold a gru"
Animation,Solo Leveling -ReAwakening-,"When a series of gates open connecting various timelines, it signals the arrival of some pretty impressive monsters upon whom human weaponry is useless. The salvation of mankind is going to rest with "
Animation,The King of Kings,"Charles Dickens has a young son who loves stories of King Arthur and Camelot, of dragons and sword play - and refuses to go to bed until his father regales him with a story. This evening, though, dad "
Animation,Shrek,"Shrek is a masterpiece! It helped subvert the Disney Renaissance formula with great humor and heart. Myers, Murphy, Diaz and Lithgow did a great job voicing the characters. Now that this film is 20 ye"
Animation,Shrek,"Eddie Murphy was actually funny in this. I mean he was 1980s Eddie Murphy style funny in this. It was like he was at the top of his game again.  It makes you miss Eddie. What we have today is not th"
Animation,Shrek,It was so fun and a new try. 하하
Animation,Shrek,"Poor old ogre ""Shrek"" just want to be left alone, that's all - he's got a bit of the Greta Garbo's about him. Rather inconveniently, though, nasty Lord ""Farquaad"" who has a little of the Napoleon synd"
Animation,Ne Zha 2,"This is quite an entertaining stand alone fantasy adventure that doesn’t really require you to know anything about what’s gone on before. Thanks to the sacred lotus, there’s a bit of reincarnation goi"
Animation,Attack on Titan: THE LAST ATTACK,"With the disillusioned “Eren” controlling the marauding “Titans” trampling everything in their path underfoot, it looks like an impossible task for the folks of “Marley” to thwart this “rumbling”. May"
