genre,movie_title,review_text
Comedy,Deadpool & Wolverine,"Such a fun watch, maybe one of the best experiences I've had in a theater. I couldn't have asked for a better ending to 24 year old franchise."
Comedy,Memoir of a Snail,"It feels great to laugh straight after you’ve just welled up.   The characters in Memoir of a Snail, the new animated tale from Academy Award winner Adam Elliot, feel authentically real to us - and "
Comedy,Memoir of a Snail,Australian animator and filmmaker Adam Elliot’s last full-length feature film was Mary and Max (2009). Memoir of a Snail is narrated and told from the point of view of Grace Pudel (Sarah Snook). Grace
Comedy,Memoir of a Snail,"When an elderly lady gives out her last breath, and yells something about potatoes, we realise that “Grace” is now on her own. She’s a middle aged woman wearing a knitted hat with two big eyes poking "
Comedy,Memoir of a Snail,"It’s been a long time since I’ve been moved by a piece of cinema as much as I was with “Memoir of a Snail,” a dark, profound, and highly personal stop-motion film from writer / director Adam Elliot . "
Comedy,Despicable Me 4,"""Despicable Me 4"" is a delightful addition to the beloved animated franchise, bringing back the charm and humor that fans adore. Directed by Kyle Balda, the film sees the return of Gru, voiced by Stev"
Comedy,Despicable Me 4,"It's trash. Don't see it.   **Full review:** https://bit.ly/Grupid"
Comedy,Despicable Me 4,"There are so many movies within the Despicable Me franchise that I've lost count of all the storylines in each. While I've never been a big fan of these movies, they at least always felt exciting. How"
Comedy,Despicable Me 4,"If it's not sacrilegious to say, I think this franchise is starting to run out of steam - the plot here isn't very original. The family ""Gru"" have a new child who doesn't much take to his father which"
Comedy,Despicable Me 4,"The goofy Minions are on the loose again in “Despicable Me 4,” a lazy sequel that does little more to advance the franchise other than embodying the old adage of “style over substance” to a fault. The"
Comedy,Heart Eyes,"In Heart Eyes, the Heart Eyes Killer or HEK has been at large for two years. HEK generally targets couples in love but will kill anyone just because. As HEK shows up in a town that has the biggest bon"
Comedy,Heart Eyes,"With the eponymous killer having had some success in previous years despatching nauseatingly loved-up couples on Valentine’s Day in quite spectacular fashion, the city is nervously gearing up for this"
Comedy,Inside Out 2,"""Inside Out 2"" is a heartwarming and imaginative sequel that successfully builds on the emotional depth of its predecessor. Directed by Kelsey Mann, the film revisits Riley as she navigates the comple"
Comedy,Inside Out 2,"The wizards at Pixar have crafted a new gem with “Inside Out 2” which is a rare achievement in that it is a sequel that outdoes the original film.  The movie opens with Riley (Kensington Tallman), j"
Comedy,Inside Out 2,"I really quite enjoyed the first of these (2015) but I struggled a bit to stay engaged with the one. ""Riley"" is still happily coasting through family life until one day, she embarks on the yellow bric"
Comedy,Inside Out 2,"_Inside Out 2_ is a harmless sequel that is fun for all ages but also absolutely unnecessary. The film recycles three-quarters of the original while introducing a quarter of new characters and ideas."
Comedy,Inside Out 2,"Poor Pixar! They just haven't been able to catch a break this decade! Having a majority of their originals dumbed on Disney+, Lightyear flopping, and Elemental just barely managing to make a comeback "
Comedy,Old Guy,"Is this Megalopolis 2? A grand work of old man fucking young women. The runtime is right in my sweet spot. I'm an old man. But this movie is boring. Not sexy.  I like the story. I like the actors. S"
